merchant_id,merchant_name,mcc,merchant_category,business_type,city,state,onboarding_date,settlement_account,merchant_status,declared_avg_ticket_size,merchant_id_clean,mcc_clean,business_type_clean,merchant_category_clean,onboarding_date_clean,missing_onboarding_date_flag,invalid_onboarding_date_flag,settlement_account_clean,missing_settlement_account_flag,masked_settlement_account_flag,declared_avg_ticket_clean,missing_avg_ticket_flag,negative_avg_ticket_flag,merchant_id_core,merchant_category_conflict_flag,merchant_business_type_conflict_flag,merchant_status_conflict_flag,merchant_conflict_score,merchant_record_count
MCH9251,"Venkatesh, Randhawa and Lal",4131,transprt,SOLE_PROPRIETOR,lucknow,Uttar Pradesh,1767346630,6838955230,A,621.25,MCH9251,4131,Sole Proprietor,Transportation,2026-01-02 09:37:10,0,0,6838955230,0,0,621.25,0,0,9251,0,0,0,0,1
9253,Gole LLC,5699,CLOTHS,SOLE_PROPRIETOR,amritsar,Punjab,2024-05-09 20:29:36,XXXX9261,Active,"₹1,349.23",9253,5699,Sole Proprietor,Clothing,2024-05-09 20:29:36,0,0,XXXX9261,0,1,1349.23,0,0,9253,0,0,0,0,1
MCH9255,"Hegde, Dass and Sehgal",5699,garments,Private Limited,amritsar,Punjab,2023-07-19 10:19:06,,ACTIVE,"1,054.61",MCH9255,5699,Private Limited,Clothing,2023-07-19 10:19:06,0,0,,1,0,1054.61,0,0,9255,0,0,0,0,1
MCH9257,Deep-Venkataraman,7011.0,Hotels,PARTNERSHIP,ASR,Punjab,17/12/2023,AYAD9422325940628,Live,INR 705.83,MCH9257,7011,Partnership,Hotels & Hospitality,2023-12-17 00:00:00,0,0,AYAD9422325940628,0,0,705.83,0,0,9257,0,0,0,0,1
MCH9258,Edwin Inc,5942,Stationery,PARTNERSHIP,Lucknow,Uttar Pradesh,2024/09/26,0028974564,Active,"INR 1,647.77",MCH9258,5942,Partnership,Books & Stationery,2024-09-26 00:00:00,0,0,0028974564,0,0,1647.77,0,0,9258,0,0,0,0,1
MCH9261,Gupta-Manne,5812.0,eating place,INDIVIDUAL,jaipur,Rajasthan,2025-07-10 09:04:41,,Active,"Rs. 2,734",MCH9261,5812,Individual,Food & Restaurants,2025-07-10 09:04:41,0,0,,1,0,2734.0,0,0,9261,0,0,0,0,1
MCH9263,"Chatterjee, Anand and Mani",5999,Retail Other,PARTNERSHIP,Calcutta,West Bengal,1714869872,,Active,INR 628.47,MCH9263,5999,Partnership,Other Retail,2024-05-05 00:44:32,0,0,,1,0,628.47,0,0,9263,0,0,0,0,1
MCH9266,Chatterjee Group,5411,GROCERY_STORE,SOLE_PROPRIETOR,Bengaluru,Karnataka,,XXXX2510,Suspended,726.18,MCH9266,5411,Sole Proprietor,Grocery,,1,0,XXXX2510,0,1,726.18,0,0,9266,1,1,1,3,3
MCH9271,"Bera, Contractor and Trivedi",4131,Bus/Taxi,Sole Proprietor,DELHI,Delhi,2025/02/20,KHLJ8243266357655,ACTIVE,,MCH9271,4131,Sole Proprietor,Transportation,2025-02-20 00:00:00,0,0,KHLJ8243266357655,0,0,,1,0,9271,0,0,0,0,1
MCH 9276,Bandi Inc,5942,Books,private_limited,Jalandar,Punjab,,3029302980,A,"INR 2,777.32",MCH9276,5942,Private Limited,Books & Stationery,,1,0,3029302980,0,0,2777.32,0,0,9276,1,1,1,3,3
MCH9277,Pa1-R0ut,5942,Stationery,individual,ASR,Punjab,2026-02-10 18:58:24,,A,963.33,MCH9277,5942,Individual,Books & Stationery,2026-02-10 18:58:24,0,0,,1,0,963.33,0,0,9277,0,0,0,0,1
MCH9278,Pant PLC,5942,Stationery,Partnership,Bangalore,Karnataka,25/06/2024 11:31 PM,MCZF8391507084286,Live,Rs. 822,MCH9278,5942,Partnership,Books & Stationery,2024-06-25 23:31:00,0,0,MCZF8391507084286,0,0,822.0,0,0,9278,1,0,1,2,2
MCH9279,Choudhury LLC,5411,Grocery Stores,SOLE_PROPRIETOR,Kolkata,West Bengal,18/11/2024,0970198759,Live,₹644.81,MCH9279,5411,Sole Proprietor,Grocery,2024-11-18 00:00:00,0,0,0970198759,0,0,644.81,0,0,9279,0,0,0,0,1
MCH9287,"Datta, Virk and Arya",MCC-5999,Misc Retail,Individual,amritsar,Punjab,21/09/2025,XXXX9129,Active,636.69,MCH9287,5999,Individual,Other Retail,2025-09-21 00:00:00,0,0,XXXX9129,0,1,636.69,0,0,9287,1,1,1,3,2
9289,Baria-Nagy,5999,Misc Retail,sole_proprietor,Chennai,Tamil Nadu,,,Enabled,620.71,9289,5999,Sole Proprietor,Other Retail,,1,0,,1,0,620.71,0,0,9289,1,1,1,3,2
MCH9290,"Gole, Viswanathan and Brahmbhatt",7011.0,Hospitality,PARTNERSHIP,LDH,Punjab,,,I,1704.51,MCH9290,7011,Partnership,Hotels & Hospitality,,1,0,,1,0,1704.51,0,0,9290,0,0,0,0,1
MCH9291,"Thakkar, Bath and Uppal",misc,Retail,Sole Proprietor,LKO,Uttar Pradesh,2024-12-24 06:25:11,XXXX5444,Inactive,"Rs. 3,529",MCH9291,,Sole Proprietor,Unknown,2024-12-24 06:25:11,0,0,XXXX5444,0,1,3529.0,0,0,9291,1,0,1,2,2
MCH9296,Ramanathan Ltd,05912,Pharmacies,Individual,jaipur,Rajasthan,2025-01-29 16:04:16,,A,"1,253.48",MCH9296,5912,Individual,Pharmacy & Medical,2025-01-29 16:04:16,0,0,,1,0,1253.48,0,0,9296,1,1,1,3,2
MCH9298,Jain Ltd,5942,Books,SOLE_PROPRIETOR,Bangalore,Karnataka,2024-02-03 12:58:21,XXXX4996,Enabled,"INR 8,519.11",MCH9298,5942,Sole Proprietor,Books & Stationery,2024-02-03 12:58:21,0,0,XXXX4996,0,1,8519.11,0,0,9298,0,0,0,0,1
MCH9299,Pathak-Menon,05812,FOOD_SERVICES,SOLE_PROPRIETOR,ludhiana,Punjab,2024-04-28 07:03:55,,Live,"Rs. 3,015",MCH9299,5812,Sole Proprietor,Food & Restaurants,2024-04-28 07:03:55,0,0,,1,0,3015.0,0,0,9299,0,0,0,0,1
MCH 9302,Savant-Dave,5311,Department Stores,PARTNERSHIP,BLR,Karnataka,08-17-2025,,Live,543.56,MCH9302,5311,Partnership,Department Stores,2025-08-17 00:00:00,0,0,,1,0,543.56,0,0,9302,0,0,0,0,1
mch9304,Char Ltd,4814,Mobile Recharge,INDIVIDUAL,BLR,Karnataka,05/01/2024,,Live,₹531.14,MCH9304,4814,Individual,Telecom,2024-01-05 00:00:00,0,0,,1,0,531.14,0,0,9304,0,0,0,0,1
MCH9306,Zachariah-Anne,5942,Stationery,PARTNERSHIP,Mumbai,Maharashtra,02-10-2026,JLTB4031924458479,A,1250.09,MCH9306,5942,Partnership,Books & Stationery,2026-02-10 00:00:00,0,0,JLTB4031924458479,0,0,1250.09,0,0,9306,0,0,0,0,1
MCH9307,"Bajwa, Dhawan and Guha",misc,eating place,SOLE-PROPRIETOR,Jalandar,Punjab,03-07-2024,,Active,INR 468.19,MCH9307,,Sole Proprietor,Unknown,2024-03-07 00:00:00,0,0,,1,0,468.19,0,0,9307,0,0,0,0,1
mch9310,Ganguly-Tella,07011,Hospitality,INDIVIDUAL,pune,Maharashtra,29/03/2024,XXXX9831,A,-482.88,MCH9310,7011,Individual,Hotels & Hospitality,2024-03-29 00:00:00,0,0,XXXX9831,0,1,-482.88,0,1,9310,0,0,0,0,1
MCH9311,Sathe Group,5942,BOOKS_STATIONERY,PRIVATE_LIMITED,Ludhiana,Punjab,31/05/2025 11:35 PM,,Active,595.82,MCH9311,5942,Private Limited,Books & Stationery,2025-05-31 23:35:00,0,0,,1,0,595.82,0,0,9311,0,1,1,2,2
MCH9316,Bandi Ltd,05411,kirana,SOLE_PROPRIETOR,Ludhiana,Punjab,08-21-2025,9331997992,A,1198.18,MCH9316,5411,Sole Proprietor,Grocery,2025-08-21 00:00:00,0,0,9331997992,0,0,1198.18,0,0,9316,0,0,0,0,1
MCH9319,LadInc,5699.0,garments,sole_proprietor,Jalandhar,Punjab,2025/07/20,XXXX7774,Inactive,839.54,MCH9319,5699,Sole Proprietor,Clothing,2025-07-20 00:00:00,0,0,XXXX7774,0,1,839.54,0,0,9319,0,1,1,2,3
MCH9320,Char Inc,5411.0,kirana,Private Limited,Hyderabad,Telangana,22/11/2025,OFHR1997447322569,A,Rs. 695,MCH9320,5411,Private Limited,Grocery,2025-11-22 00:00:00,0,0,OFHR1997447322569,0,0,695.0,0,0,9320,0,0,0,0,1
MCH9322,"Khosla, Walia and Deep",5311,Department Store,PARTNERSHIP,kolkata,West Bengal,07-15-2024,BPNH2377464616036,A,"INR 1,060.15",MCH9322,5311,Partnership,Department Stores,2024-07-15 00:00:00,0,0,BPNH2377464616036,0,0,1060.15,0,0,9322,0,0,0,0,1
MCH9325,"  Patel, Parikh and Kaul  ",4814,TELECOM,PRIVATE_LIMITED,Lucknow,Uttar Pradesh,2023-03-13 00:58:46,9323786200,A,"1,538.45",MCH9325,4814,Private Limited,Telecom,2023-03-13 00:58:46,0,0,9323786200,0,0,1538.45,0,0,9325,0,0,0,0,1
MCH9332,  Gupta Inc  ,5912,Pharmacy,PRIVATE-LIMITED,pune,Maharashtra,2023/09/24,,A,1393.93,MCH9332,5912,Private Limited,Pharmacy & Medical,2023-09-24 00:00:00,0,0,,1,0,1393.93,0,0,9332,1,0,1,2,2
MCH9335,Shenoy Group,MCC-5699,garments,PARTNERSHIP,Lucknow,Uttar Pradesh,2024-07-07 04:29:20,,Active,"₹1,203.23",MCH9335,5699,Partnership,Clothing,2024-07-07 04:29:20,0,0,,1,0,1203.23,0,0,9335,1,1,1,3,3
MCH9338,  D’Alia-Mitter  ,UNKNOWN,Books,Partnership,mumbai,Maharashtra,07-01-2025,,Active,604.36,MCH9338,,Partnership,Unknown,2025-07-01 00:00:00,0,0,,1,0,604.36,0,0,9338,0,0,0,0,1
MCH9340,Mallick-Konda,5999,Other,Individual,Bengaluru,Karnataka,24/01/2025 01:55 PM,,INACTIVE,1550.33,MCH9340,5999,Individual,Other Retail,2025-01-24 13:55:00,0,0,,1,0,1550.33,0,0,9340,0,0,0,0,1
MCH9342,Dua-Lala,5999,Misc Retail,sole_proprietor,bengaluru,Karnataka,17/04/2025 11:33 AM,BUXU5026475055431,S,1698.37,MCH9342,5999,Sole Proprietor,Other Retail,2025-04-17 11:33:00,0,0,BUXU5026475055431,0,1,1698.37,0,0,9342,0,0,0,0,1
mch9343,Sridhar-Sarna,7011,Hospitality,partnership,Chennai,Tamil Nadu,08-16-2025,XXXX5274,ACTIVE,287.96,MCH9343,7011,Partnership,Hotels & Hospitality,2025-08-16 00:00:00,0,0,XXXX5274,0,1,287.96,0,0,9343,0,0,0,0,1
MCH9345,Mahal Inc,4814.0,TELECOM,Private Limited,Amritsar,Punjab,30/11/2025,5557853955,ACTIVE,"4,834.52",MCH9345,4814,Private Limited,Telecom,2025-11-30 00:00:00,0,0,5557853955,0,0,4834.52,0,0,9345,0,0,0,0,1
MCH9348,"TOOR, PAREKH AND AGATE",5942.0,Books,private_limited,ASR,Punjab,30-Mar-2025,HCSS6943242832650,A,"4,472.44",MCH9348,5942,Private Limited,Books & Stationery,2025-03-30 00:00:00,0,0,HCSS6943242832650,0,0,4472.44,0,0,9348,1,1,1,3,2
mch9349,"Bhat, Suri and Khalsa",05999,Retail Other,INDIVIDUAL,HYDERABAD,Telangana,2023/07/15,7591595714,A,"2,394.34",MCH9349,5999,Individual,Other Retail,2023-07-15 00:00:00,0,0,7591595714,0,0,2394.34,0,0,9349,1,0,1,2,2
MCH 9350,SINGH-SANE,5411,kirana,PRIVATE_LIMITED,LDH,Punjab,13/04/2023,1346716181,Enabled,840.43,MCH9350,5411,Private Limited,Grocery,2023-04-13 00:00:00,0,0,1346716181,0,0,840.43,0,0,9350,0,0,0,0,1
MCH9352,RAMANATHAN-LALA,4131,Transport,PARTNERSHIP,Bengaluru,Karnataka,2026/02/09,ICJY2091662937472,ACTIVE,1121.19,MCH9352,4131,Partnership,Transportation,2026-02-09 00:00:00,0,0,ICJY2091662937472,0,0,1121.19,0,0,9352,1,1,1,3,3
MCH9353,"Baral, Raj and Mishra",5411.0,kirana,PARTNERSHIP,bengaluru,Karnataka,2025-03-19 22:49:10,1787550452,A,,MCH9353,5411,Partnership,Grocery,2025-03-19 22:49:10,0,0,1787550452,0,0,,1,0,9353,1,1,1,3,2
MCH9354,"SRINIVASAN, BHARGAVA AND SATHE",MCC-7011,Hotel,private_limited,Pune,Maharashtra,2025-12-26 03:14:06,MCIS2962837592027,Live,₹272.40,MCH9354,7011,Private Limited,Hotels & Hospitality,2025-12-26 03:14:06,0,0,MCIS2962837592027,0,0,272.4,0,0,9354,0,0,0,0,1
MCH9355,Vig PLC,5912,Pharmacy,partnership,Jalandhar,Punjab,11-01-2024,KRTG3596169904435,ACTIVE,"₹1,697.72",MCH9355,5912,Partnership,Pharmacy & Medical,2024-11-01 00:00:00,0,0,KRTG3596169904435,0,0,1697.72,0,0,9355,0,0,0,0,1
MCH9356,WagleLLC,5411,groceries,partnership,Delhi,Delhi,15/09/2025,XXXX8552,Enabled,Rs. 862,MCH9356,5411,Partnership,Grocery,2025-09-15 00:00:00,0,0,XXXX8552,0,1,862.0,0,0,9356,0,0,0,0,1
mch9358,Shroff Ltd,5311,Department Store,SOLE_PROPRIETOR,Kolkata,West Bengal,21/05/2023,RLLU5222765967468,Enabled,"₹1,856.54",MCH9358,5311,Sole Proprietor,Department Stores,2023-05-21 00:00:00,0,0,RLLU5222765967468,0,0,1856.54,0,0,9358,0,0,0,0,1
MCH9359,"Ramanathan, Parekh and Agrawal",4131,Transport,Partnership,ludhiana,Punjab,1680959872,FQHN0033426656652,Active,3245.01,MCH9359,4131,Partnership,Transportation,2023-04-08 13:17:52,0,0,FQHN0033426656652,0,0,3245.01,0,0,9359,0,0,0,0,1
MCH9362,"Lala, Oza and Chahal",5912.0,Pharmacies,SOLE-PROPRIETOR,Delhi,Delhi,2024/04/25,XXXX6427,ACTIVE,1820.41,MCH9362,5912,Sole Proprietor,Pharmacy & Medical,2024-04-25 00:00:00,0,0,XXXX6427,0,1,1820.41,0,0,9362,0,0,0,0,1
MCH9363,  Mannan Group  ,4131,Transport,PRIVATE_LIMITED,Mumbai,Maharashtra,29-Jul-2024,,Enabled,,MCH9363,4131,Private Limited,Transportation,2024-07-29 00:00:00,0,0,,1,0,,1,0,9363,0,0,0,0,1
MCH9366,"Parsa, Walia and Viswanathan",5699,Clothing,INDIVIDUAL,jalandhar,Punjab,2024/11/13,XXXX5233,Live,7891.78,MCH9366,5699,Individual,Clothing,2024-11-13 00:00:00,0,0,XXXX5233,0,1,7891.78,0,0,9366,0,0,0,0,1
MCH9367,Luthra and Sons,misc,BOOKS_STATIONERY,PRIVATE_LIMITED,Amritsar,Punjab,31/05/2023 05:55 PM,,Live,"Rs. 1,752",MCH9367,,Private Limited,Unknown,2023-05-31 17:55:00,0,0,,1,0,1752.0,0,0,9367,0,0,0,0,1
MCH9369,Kara Group,7011,Hospitality,sole_proprietor,Calcutta,West Bengal,1720298257,,Live,"Rs. 2,036",MCH9369,7011,Sole Proprietor,Hotels & Hospitality,2024-07-06 20:37:37,0,0,,1,0,2036.0,0,0,9369,0,0,0,0,1
MCH9370,Mallick-Gola,5999,Misc Retail,private_limited,Jaipur,Rajasthan,02-20-2023,LVKV0562210759080,ACTIVE,4284.71,MCH9370,5999,Private Limited,Other Retail,2023-02-20 00:00:00,0,0,LVKV0562210759080,0,0,4284.71,0,0,9370,0,0,0,0,1
MCH9371,Mand-Oommen,,kirana,private_limited,Madras,Tamil Nadu,2023/11/11,,ACTIVE,₹284.42,MCH9371,,Private Limited,Unknown,2023-11-11 00:00:00,0,0,,1,0,284.42,0,0,9371,0,0,0,0,1
MCH9375,"Bhalla, Koshy and Sule",,Books,INDIVIDUAL,LDH,Punjab,1690586170,XXXX7795,Inactive,924.32,MCH9375,,Individual,Unknown,2023-07-28 23:16:10,0,0,XXXX7795,0,1,924.32,0,0,9375,0,0,0,0,1
MCH9377,"Badal, Mitter and Mitter",5912,Medical,Sole Proprietor,LKO,Uttar Pradesh,22-Aug-2024,USJW2353874844902,Live,,MCH9377,5912,Sole Proprietor,Pharmacy & Medical,2024-08-22 00:00:00,0,0,USJW2353874844902,0,0,,1,0,9377,1,0,1,2,2
MCH 9379,Nazareth and Sons,5999,Misc Retail,INDIVIDUAL,kolkata,West Bengal,,XXXX1135,I,Rs. 242,MCH9379,5999,Individual,Other Retail,,1,0,XXXX1135,0,1,242.0,0,0,9379,0,0,0,0,1
mch9380,CHAKRABARTI GROUP,5812,FOOD_SERVICES,private_limited,Ludhiana,Punjab,2023/11/23,ECMM7078142170981,ACTIVE,Rs. 199,MCH9380,5812,Private Limited,Food & Restaurants,2023-11-23 00:00:00,0,0,ECMM7078142170981,0,0,199.0,0,0,9380,0,0,0,0,1
MCH9383,"Sekhon,PadmanabhanandRege",5942,BOOKS_STATIONERY,Individual,Madras,Tamil Nadu,24/01/2026 02:02 AM,4786143604,SUSPENDED,"Rs. 2,841",MCH9383,5942,Individual,Books & Stationery,2026-01-24 02:02:00,0,0,4786143604,0,0,2841.0,0,0,9383,1,1,1,3,2
mch9385,"Ray, Gu1ati and Gi11",04814,Telecom,SOLE-PROPRIETOR,ASR,Punjab,2024/02/17,,Active,1178.44,MCH9385,4814,Sole Proprietor,Telecom,2024-02-17 00:00:00,0,0,,1,0,1178.44,0,0,9385,0,0,0,0,1
MCH9386,Shankar Ltd,4131.0,Transport,INDIVIDUAL,Amritsar,Punjab,23-Oct-2023,XXXX6796,Live,-252.98,MCH9386,4131,Individual,Transportation,2023-10-23 00:00:00,0,0,XXXX6796,0,1,-252.98,0,1,9386,1,0,1,2,2
MCH9388,"mahajan, dixit and memon",7011,Hospitality,PARTNERSHIP,Calcutta,West Bengal,2024/11/21,,ACTIVE,1507.31,MCH9388,7011,Partnership,Hotels & Hospitality,2024-11-21 00:00:00,0,0,,1,0,1507.31,0,0,9388,0,0,0,0,1
MCH9390,"Minhas,PauandNarayanan",4131.0,TRAVEL,Individual,ludhiana,Punjab,,,Live,"INR 2,246.12",MCH9390,4131,Individual,Transportation,,1,0,,1,0,2246.12,0,0,9390,0,0,0,0,1
MCH9391,Vasa-Mitra,4814.0,phone service,individual,Jalandar,Punjab,30/10/2024,XXXX6623,Live,"₹1,456.23",MCH9391,4814,Individual,Telecom,2024-10-30 00:00:00,0,0,XXXX6623,0,1,1456.23,0,0,9391,0,0,0,0,1
MCH9393,"Sehgal, Chawla and Korpal",5812,Restaurant,INDIVIDUAL,amritsar,Punjab,03/09/2025 05:19 PM,XXXX8440,ACTIVE,896.96,MCH9393,5812,Individual,Food & Restaurants,2025-09-03 17:19:00,0,0,XXXX8440,0,1,896.96,0,0,9393,1,1,1,3,5
MCH9394,Pal-Taneja,MCC-4814,Mobile Recharge,private_limited,ludhiana,Punjab,02-Jan-2024,,Closed,311.59,MCH9394,4814,Private Limited,Telecom,2024-01-02 00:00:00,0,0,,1,0,311.59,0,0,9394,1,1,1,3,2
MCH9395,Bhagat-Chana,MCC-5699,Fashion,Private Limited,jaipur,Rajasthan,12-12-2024,,Live,"₹2,768.73",MCH9395,5699,Private Limited,Clothing,2024-12-12 00:00:00,0,0,,1,0,2768.73,0,0,9395,0,0,0,0,1
MCH9396,Baria-Bhasin,05912,MEDICAL_STORE,partnership,pune,Maharashtra,2025/01/24,WSGG2231313442332,Active,-157.3,MCH9396,5912,Partnership,Pharmacy & Medical,2025-01-24 00:00:00,0,0,WSGG2231313442332,0,0,-157.3,0,1,9396,1,1,1,3,2
MCH9397,Ramaswamy-Goel,5411,groceries,PRIVATE-LIMITED,jalandhar,Punjab,20/12/2025 01:06 AM,3711511693,Enabled,"Rs. 1,519",MCH9397,5411,Private Limited,Grocery,2025-12-20 01:06:00,0,0,3711511693,0,0,1519.0,0,0,9397,0,0,0,0,1
MCH9398,"Suresh, Khosla and Kadakia",,HOTEL_LODGING,SOLE-PROPRIETOR,Bengaluru,Karnataka,,XXXX1590,Enabled,1404.91,MCH9398,,Sole Proprietor,Unknown,,1,0,XXXX1590,0,1,1404.91,0,0,9398,1,1,1,3,2
MCH9400,"Dara, Desai and Sethi",5999,Other,PARTNERSHIP,Mumbai,Maharashtra,23-Aug-2025,,ACTIVE,"INR 2,120.88",MCH9400,5999,Partnership,Other Retail,2025-08-23 00:00:00,0,0,,1,0,2120.88,0,0,9400,1,1,1,3,2
MCH9401,Ravi LLC,07011,hotels,Sole Proprietor,Pune,Maharashtra,2025/11/14,1215375647,Active,"INR 1,824.72",MCH9401,7011,Sole Proprietor,Hotels & Hospitality,2025-11-14 00:00:00,0,0,1215375647,0,0,1824.72,0,0,9401,0,0,1,1,2
MCH 9402,Vyas-Nath,5812,Restaurant,PRIVATE_LIMITED,LKO,Uttar Pradesh,18/09/2023,,Active,-640.89,MCH9402,5812,Private Limited,Food & Restaurants,2023-09-18 00:00:00,0,0,,1,0,-640.89,0,1,9402,0,0,0,0,1
mch9403,"Bains,BanerjeeandBansal",MCC-7011,Hotels,partnership,MUMBAI,Maharashtra,22/02/2025 04:11 PM,,Inactive,1838.83,MCH9403,7011,Partnership,Hotels & Hospitality,2025-02-22 16:11:00,0,0,,1,0,1838.83,0,0,9403,0,0,0,0,1
MCH 9404,BARAL AND SONS,4131,TRAVEL,private_limited,Calcutta,West Bengal,10/02/2025,,Enabled,,MCH9404,4131,Private Limited,Transportation,2025-02-10 00:00:00,0,0,,1,0,,1,0,9404,0,0,0,0,1
MCH9406,Randhawa and Sons,,Restaurants,Individual,Lucknow,Uttar Pradesh,2025/08/11,XXXX6795,Active,"INR 2,159.94",MCH9406,,Individual,Unknown,2025-08-11 00:00:00,0,0,XXXX6795,0,1,2159.94,0,0,9406,1,0,1,2,2
MCH9408,Arya-Vig,4131,Transport,INDIVIDUAL,Bengaluru,Karnataka,24/12/2023,6291585633,Active,-784.44,MCH9408,4131,Individual,Transportation,2023-12-24 00:00:00,0,0,6291585633,0,0,-784.44,0,1,9408,0,0,0,0,1
MCH9410,Sagar-Chawla,05699,fashion,INDIVIDUAL,jalandhar,Punjab,24-Jan-2026,XXXX0534,Active,Rs. 820,MCH9410,5699,Individual,Clothing,2026-01-24 00:00:00,0,0,XXXX0534,0,1,820.0,0,0,9410,0,0,1,1,2
MCH9412,NAYAK-GUHA,4131,Transport,Individual,Amritsar,Punjab,,XXXX5639,A,"₹2,887.33",MCH9412,4131,Individual,Transportation,,1,0,XXXX5639,0,1,2887.33,0,0,9412,0,0,0,0,1
MCH-9413,Kala-Sarkar,5912,Pharmacies,SOLE-PROPRIETOR,HYDERABAD,Telangana,2023-10-25 07:38:39,XXXX4409,Active,869.76,MCH9413,5912,Sole Proprietor,Pharmacy & Medical,2023-10-25 07:38:39,0,0,XXXX4409,0,1,869.76,0,0,9413,0,0,0,0,1
MCH9414,Banik-Garde,05812,Food,INDIVIDUAL,Jalandar,Punjab,01-16-2025,VESW9193556812149,A,942.13,MCH9414,5812,Individual,Food & Restaurants,2025-01-16 00:00:00,0,0,VESW9193556812149,0,0,942.13,0,0,9414,0,0,0,0,1
9415,Krishnamurthy-Warrior,7011.0,Hotels,sole_proprietor,Ludhiana,Punjab,21/02/2023,,Live,₹438.69,9415,7011,Sole Proprietor,Hotels & Hospitality,2023-02-21 00:00:00,0,0,,1,0,438.69,0,0,9415,0,0,0,0,1
mch9416,  Kulkarni and Sons  ,5411,Grocery Stores,PARTNERSHIP,Bombay,Maharashtra,2024-12-13 22:23:48,0558936473,A,Rs. 755,MCH9416,5411,Partnership,Grocery,2024-12-13 22:23:48,0,0,0558936473,0,0,755.0,0,0,9416,0,0,0,0,1
MCH9418,"BORA, VENKATESH AND LOKE",5411,groceries,individual,bengaluru,Karnataka,22-May-2024,ZTOW0641939254087,Suspended,"1,520.21",MCH9418,5411,Individual,Grocery,2024-05-22 00:00:00,0,0,ZTOW0641939254087,0,0,1520.21,0,0,9418,1,1,1,3,2
MCH9423,apte group,7011,Hotels,sole_proprietor,Madras,Tamil Nadu,24-Oct-2025,HHBU3998361677128,ACTIVE,3132.43,MCH9423,7011,Sole Proprietor,Hotels & Hospitality,2025-10-24 00:00:00,0,0,HHBU3998361677128,0,0,3132.43,0,0,9423,0,0,0,0,1
MCH9424,Sur-Bajaj,5311,department store,SOLE-PROPRIETOR,BLR,Karnataka,18-Apr-2025,XXXX3219,Active,"₹1,902.79",MCH9424,5311,Sole Proprietor,Department Stores,2025-04-18 00:00:00,0,0,XXXX3219,0,1,1902.79,0,0,9424,0,0,1,1,2
9426,Puri-Soman,5699.0,garments,INDIVIDUAL,Bangalore,Karnataka,10-28-2023,EDMP4232010731701,A,333.54,9426,5699,Individual,Clothing,2023-10-28 00:00:00,0,0,EDMP4232010731701,0,0,333.54,0,0,9426,1,1,0,2,2
mch9428,"  Dyal, Varma and Sachdeva  ",5999,Other,PRIVATE-LIMITED,LKO,Uttar Pradesh,,,Enabled,"1,955.23",MCH9428,5999,Private Limited,Other Retail,,1,0,,1,0,1955.23,0,0,9428,0,0,0,0,1
MCH 9429,"Sachar, Borra and Raj",4814,TELECOM,Private Limited,Bengaluru,Karnataka,,,Live,1031.66,MCH9429,4814,Private Limited,Telecom,,1,0,,1,0,1031.66,0,0,9429,1,1,0,2,2
MCH9430,"Shetty, Pau and Chhabra",4814,phone service,Partnership,Poona,Maharashtra,31-Oct-2023,,Live,₹927.24,MCH9430,4814,Partnership,Telecom,2023-10-31 00:00:00,0,0,,1,0,927.24,0,0,9430,0,0,0,0,1
MCH9431,Madan-Kota,4131,TRAVEL,PRIVATE-LIMITED,Bengaluru,Karnataka,02-05-2023,1678744111,Active,436.79,MCH9431,4131,Private Limited,Transportation,2023-02-05 00:00:00,0,0,1678744111,0,0,436.79,0,0,9431,0,0,0,0,1
9433,Chhabra-Naik,5912,Medical,individual,jalandhar,Punjab,2023/12/14,CQOU4085851260723,Live,"₹4,629.09",9433,5912,Individual,Pharmacy & Medical,2023-12-14 00:00:00,0,0,CQOU4085851260723,0,0,4629.09,0,0,9433,0,0,0,0,1
MCH9434,Srinivasan-Savant,5812,Food,partnership,chennai,Tamil Nadu,2023-05-01 21:28:13,XXXX0171,Active,,MCH9434,5812,Partnership,Food & Restaurants,2023-05-01 21:28:13,0,0,XXXX0171,0,1,,1,0,9434,0,0,0,0,1
MCH9439,Jani LLC,5411,Grocery,SOLE_PROPRIETOR,BLR,Karnataka,02-24-2024,2073250929,ACTIVE,INR 275.02,MCH9439,5411,Sole Proprietor,Grocery,2024-02-24 00:00:00,0,0,2073250929,0,0,275.02,0,0,9439,0,1,1,2,2
MCH 9440,Ratti LLC,MCC-5311,Retail,Individual,jalandhar,Punjab,,MAUW1308281422202,Enabled,186.6,MCH9440,5311,Individual,Department Stores,,1,0,MAUW1308281422202,0,0,186.6,0,0,9440,0,0,0,0,1
9442,issac-batra,7011,Hospitality,PARTNERSHIP,Dilli,Delhi,2025/08/12,,Live,"1,049.17",9442,7011,Partnership,Hotels & Hospitality,2025-08-12 00:00:00,0,0,,1,0,1049.17,0,0,9442,0,0,0,0,1
MCH9443,"Bumb, Sama and Prashad",4131,Transport,SOLE-PROPRIETOR,lucknow,Uttar Pradesh,2024/03/28,,Active,712.16,MCH9443,4131,Sole Proprietor,Transportation,2024-03-28 00:00:00,0,0,,1,0,712.16,0,0,9443,1,1,1,3,2
MCH9444,Sachdeva-Khatri,04131,TRAVEL,PARTNERSHIP,Jalandhar,Punjab,13/01/2024,2308250236,Active,345.26,MCH9444,4131,Partnership,Transportation,2024-01-13 00:00:00,0,0,2308250236,0,0,345.26,0,0,9444,1,1,1,3,2
